query,company_name,company_link,phone,website,address,categories
hotel,Restaurant Hotel Bären Twann,https://search.ch/tel/twann/moos-36/baeren-twann-hotel-restaurant,+41 32 315 20 12,http://www.baeren-twann.ch/,"Moos 36, 2513 Twann BE","Restaurant, Hotel, Schweizerische Küche, ..."
hotel,Hotel Restaurant Guggital,https://search.ch/tel/zug/zugerbergstrasse-46/hotel-restaurant-guggital,+41 41 728 74 17,http://www.guggital.ch/,"Zugerbergstrasse 46, 6300 Zug","Hotel, Restaurant, Seminar, ..."
hotel,"Maharaja Palace, Indian Restaurant Tel. +41 32 344 78 82",https://search.chhttps://search.ch/tel/biel-bienne/rue-du-general-dufour-31/hotel-dufour,,,,"Hotel, Biel/Bienne"
hotel,Parkhotel Gunten Tel. +41 33 252 88 52,https://search.chhttps://search.ch/tel/gunten/seestrasse-90/parkhotel-gunten-beach-spa,,,,"Hotel, Gunten"
hotel,Hotel Kaubad,https://search.chhttps://search.ch/tel/appenzell/kaustrasse-183/hotel-kaubad,,,,"Hotel, Appenzell"
hotel,Hotel Sunnehüsi AG,https://search.ch/tel/krattigen/alte-gasse-10/hotel-sunnehuesi-ag,+41 33 650 78 78,https://www.sunnehuesi.ch/,"Alte Gasse 10, 3704 Krattigen BE","Hotel, Restaurant"
hotel,lintharena ag,https://search.ch/tel/naefels/oberurnerstrasse-14/lintharena-ag,+41 55 618 70 70,https://www.lintharena.ch/,"Oberurnerstrasse 14, 8752 Näfels GL","Sportzentrum, Kletterhalle Boulderhalle, Restaurant, ..."
hotel,Hotel Chalet Du Lac,https://search.ch/tel/iseltwald/schoren-7/hotel-chalet-du-lac-2,+41 33 845 84 58,http://www.dulac-iseltwald.ch/,"Schoren 7, 3807 Iseltwald BE","Hotel, Restaurant"
hotel,Hotel Fidazerhof,https://search.ch/tel/fidaz/via-da-fidaz-34/hotel-fidazerhof-2,+41 81 920 90 10,http://www.fidazerhof.ch/,"Via da Fidaz 34, 7019 Fidaz GR","Hotel, Restaurant, Ayurveda, ..."
hotel,Hotel/Restaurant Chartreuse AG,https://search.ch/tel/huenibach/staatsstrasse-142/hotel-restaurant-chartreuse-ag-2,+41 33 243 33 82,http://chartreuse.ch/,"Staatsstrasse 142, 3626 Hünibach BE","Restaurant, Hotel, Pizzeria, ..."
hotel,Hotel & Restaurant JAKOB,https://search.ch/tel/rapperswil/hauptplatz-11/hotel-restaurant-jakob,+41 55 220 00 50,http://www.jakob-rapperswil.ch/,"Hauptplatz 11, 8640 Rapperswil SG","Hotel, Restaurant, Seminarhotel, ..."
hotel,Hotel Restaurant zur Sonne AG,https://search.ch/tel/sissach/hauptstrasse-83/hotel-restaurant-zur-sonne-ag,+41 61 971 27 47,https://sonne-sissach.ch/,"Hauptstrasse 83, 4450 Sissach BL","Hotel, Restaurant, Residenz, ..."
hotel,MyAlpina HOTEL/APPARTMENTS,https://search.ch/tel/sta-maria-v-m/via-val-muestair-146/myalpina-hotel-appartments,+41 81 858 55 33,https://www.myalpina.ch/,"Via Val Müstair 146, 7536 Sta. Maria V. M. GR","Ferienwohnung, Ferienhaus, Bed and Breakfast, ..."
hotel,Landgasthof Sternen,https://search.ch/tel/buehler/dorfstrasse-97/landgasthof-sternen,+41 71 793 17 58,http://www.sternen-appenzellerland.ch/,"Dorfstrasse 97, 9055 Bühler AR","Restaurant, Hotel, Schweizerische Küche, ..."
hotel,Cambrena,https://search.ch/tel/ospizio-bernina/via-dal-bernina-2372/cambrena-2,+41 81 844 05 12,https://www.cambrena.ch/,"Via dal Bernina 2372, 7710 Ospizio Bernina GR","Hotel, Italienische Küche, Restaurant, ..."
hotel,Hotel-Garni Panorama,https://search.chhttps://search.ch/tel/scuol/via-da-ftan-491a/hotel-garni-panorama,,,,"Hotel, Scuol"
hotel,Hotel Restaurant Flyhof,https://search.chhttps://search.ch/tel/weesen/betliserstrasse-16/hotel-restaurant-flyhof-am-walensee,,,,"Hotel, Weesen"
hotel,"Kochendörfer's Restaurant ALBRIS Pontresina,Tel. +41 81 838 80 40",https://search.chhttps://search.ch/tel/pontresina/via-maistra-228/hotel-albris-und-restaurant-kochendoerfer,,,,"Hotel, Pontresina"
hotel,Restaurant Hotel Seehof Tel. +41 81 921 41 21,https://search.chhttps://search.ch/tel/laax/via-spendas-2/hotel-seehof-genusswelt-buna-luna,,,,"Hotel, Laax"
hotel,Hotel & Restaurant Spinne Tel. +41 33 854 88 88,https://search.chhttps://search.ch/tel/grindelwald/dorfstrasse-136/hotel-spinne,,,,"Hotel, Grindelwald"
hotel,Restaurant Bürgin,https://search.ch/tel/wittinsburg/unterdorfstrasse-12/restaurant-buergin-2,+41 62 299 12 41,http://www.buergin-wittinsburg.ch/,"Unterdorfstrasse 12, 4443 Wittinsburg BL","Restaurant, Hotel, Schweizerische Küche, ..."
hotel,Seehotel Sternen Horw,https://search.ch/tel/horw/winkelstrasse-46/seehotel-sternen-horw-2,+41 41 348 24 82,http://www.seehotel-sternen.ch/,"Winkelstrasse 46, 6048 Horw LU","Restaurant, Hotel, Schweizerische Küche, ..."
hotel,Hotel Müller Mountain Lodge,https://search.ch/tel/pontresina/via-maistra-202/hotel-mueller-mountain-lodge,+41 81 839 30 00,http://www.hotel-mueller.ch/,"Via Maistra 202, 7504 Pontresina GR","Hotel, Restaurant, Seminarhotel, ..."
hotel,Hotel-Restaurant Panorama Bettmeralp AG,https://search.ch/tel/bettmeralp/hauptstrasse-77/hotel-restaurant-panorama-bettmeralp-ag,+41 27 927 13 75,http://www.panorama-bettmeralp.ch/,"Hauptstrasse 77, 3992 Bettmeralp VS","Hotel, Restaurant"
hotel,Hôtel La Prairie,https://search.ch/tel/crans-montana/route-de-la-prairie-34/hotel-la-prairie,+41 27 485 41 41,http://www.prairie.ch/,"Route de la Prairie 34, 3963 Crans-Montana VS","Hotel, Restaurant, Seminar, ..."
hotel,Hotel-Garni Jägerhof,https://search.ch/tel/saas-fee/obere-gasse-16/hotel-garni-jaegerhof,+41 27 957 13 10,http://www.hotel-jaegerhof.ch/,"Obere Gasse 16, 3906 Saas-Fee VS","Hotel, Garni"
hotel,Hotel Restaurant Heilquelle,https://search.ch/tel/leukerbad/thermenstrasse-7/hotel-restaurant-heilquelle-2,+41 27 470 22 22,https://www.heilquelle.ch/,"Thermenstrasse 7, 3954 Leukerbad VS","Restaurant, Hotel, Schweizerische Küche, ..."
hotel,Hotel Restaurant Krebs,https://search.ch/tel/interlaken/bahnhofstrasse-4/hotel-restaurant-krebs,+41 33 826 03 30,http://www.krebshotel.ch/,"Bahnhofstrasse 4, 3800 Interlaken BE","Restaurant, Hotel"
hotel,Hotel Restaurant Catering Tenne,https://search.ch/tel/gluringen/furkastrasse-320/hotel-restaurant-tenne,+41 27 973 18 92,http://www.tenne.ch/,"Furkastrasse 320, 3998 Gluringen VS","Restaurant, Hotel"
hotel,Art Hotel Posta al lago/ Ristorante Rivalago/Residenza Bettina,https://search.ch/tel/porto-ronco/via-cantonale-53/art-hotel-posta-al-lago-ristorante-rivalago-residenza-bettina,+41 91 791 26 32,http://www.postalago.ch/,"Via Cantonale 53, 6613 Porto Ronco TI","Hotel, Restaurant, Ferienwohnung, ..."
hotel,Art Hotel Posta al lago/ Ristorante Riva Lago,https://search.chhttps://search.ch/tel/porto-ronco/via-cantonale-53/art-hotel-posta-al-lago-ristorante-rivalago-residenza-bettina,,,,"Hotel, Porto Ronco"
hotel,Hotel Belvedere Locarno,https://search.chhttps://search.ch/tel/locarno/via-ai-monti-44/hotel-belvedere-locarno,,,,"Hotel, Locarno"
hotel,Hotel Artos Interlaken,https://search.chhttps://search.ch/tel/interlaken/alpenstrasse-45/hotel-artos,,,,"Hotel, Interlaken"
hotel,Hotel Alex,https://search.chhttps://search.ch/tel/leukerbad/ringstrasse-332/hotel-alex,,,,"Hotel, Leukerbad"
hotel,Backstage Hotel Vernissage,https://search.ch/tel/zermatt/hofmattstrasse-4/backstage-hotel-vernissage,+41 27 966 69 70,http://www.backstagehotel.ch/,"Hofmattstrasse 4, 3920 Zermatt VS","Hotel, Bar, Restaurant, ..."
hotel,Boutique Hotel Fusio - Ristorante Da Noi,https://search.ch/tel/fusio/nucleo-2/boutique-hotel-fusio-ristorante-da-noi,+41 91 600 09 00,https://hotelfusio.ch/,"Nucleo 2, 6696 Fusio TI","Hotel, Restaurant, Bed and Breakfast, ..."
hotel,Boutique Hotel La Gorge & Restaurant Zer Schlucht,https://search.ch/tel/saas-fee/blomattenweg-2/boutique-hotel-la-gorge-restaurant-zer-schlucht,+41 27 958 16 80,http://www.lagorge.ch/,"Blomattenweg 2, 3906 Saas-Fee VS","Hotel, Restaurant, Ferienwohnung, ..."
hotel,Hotel Kindli,https://search.ch/tel/zuerich/pfalzgasse-1/hotel-kindli-2,+41 43 888 76 76,http://www.kindli.ch/,"Pfalzgasse 1, 8001 Zürich","Hotel, Restaurant"
hotel,Central Hotel Wolter,https://search.ch/tel/grindelwald/dorfstrasse-93/central-hotel-wolter,+41 33 854 33 33,http://www.central-wolter.ch/,"Dorfstrasse 93, 3818 Grindelwald BE","Hotel, Restaurant, Seminarhotel, ..."
hotel,Chalet Hotel Alte Post,https://search.ch/tel/grindelwald/dorfstrasse-175/chalet-hotel-alte-post,+41 33 853 42 42,http://www.altepost-grindelwald.ch/,"Dorfstrasse 175, 3818 Grindelwald BE",Hotel
hotel,Hôtel Central,https://search.ch/tel/geneve/rue-de-la-rotisserie-2/hotel-central-2,+41 22 818 81 00,http://www.hotelcentral.ch/,"Rue de la Rôtisserie 2, 1204 Genève","Hotel, Appartement und Studio, Apparthotel"
hotel,Hôtel de la Gare - Yvonand,https://search.ch/tel/yvonand/avenue-du-temple-13/hotel-de-la-gare-yvonand,+41 24 430 24 04,http://www.hotel-de-la-gare.ch/,"Avenue du Temple 13, 1462 Yvonand VD","Restaurant, Hotel, Schweizerische Küche"
hotel,Hôtel de la Poste Verbier SA,https://search.ch/tel/verbier/rue-de-medran-12/hotel-de-la-poste-verbier-sa,+41 27 771 66 81,https://h-tel-de-la-poste-verbier.digitalone.site/,"Rue de Médran 12, 1936 Verbier VS","Hotel, Zimmervermietung"
hotel,Hotel Derby,https://search.ch/tel/interlaken/jungfraustrasse-70/hotel-derby,+41 33 822 19 41,http://www.hotel-derby-interlaken.ch/,"Jungfraustrasse 70, 3800 Interlaken BE","Hotel, Bed and Breakfast"
hotel,Chalet Hotel Alte Post,https://search.chhttps://search.ch/tel/grindelwald/dorfstrasse-175/chalet-hotel-alte-post,,,,"Hotel, Grindelwald"
hotel,https://www.berghof-zermatt.ch/de/zimmer,https://search.chhttps://search.ch/tel/zermatt/winkelmattenweg-18/berghof,,,,"Hotel, Zermatt"
hotel,Hotel la Gorge & Restaurant zur Schlucht,https://search.chhttps://search.ch/tel/saas-fee/blomattenweg-2/boutique-hotel-la-gorge-restaurant-zer-schlucht,,,,"Hotel, Saas-Fee"
hotel,Hotel-Restaurant Blümlisalp Grindelwald,https://search.chhttps://search.ch/tel/grindelwald/obere-gletscherstrasse-145/hotel-restaurant-bluemlisalp-grindelwald,,,,"Hotel, Grindelwald"
hotel,Hotel Restaurant Weisshorn,https://search.chhttps://search.ch/tel/zermatt/am-bach-6/hotel-restaurant-weisshorn,,,,"Hotel, Zermatt"
hotel,Hotel Dufour,https://search.ch/tel/biel-bienne/rue-du-general-dufour-31/hotel-dufour,+41 32 344 78 78,http://www.hoteldufour.ch/,"Rue du Général-Dufour 31, 2502 Biel/Bienne","Hotel, Restaurant"
hotel,Hotel Du Nord AG,https://search.ch/tel/interlaken/hoeheweg-70/hotel-du-nord-ag,+41 33 827 50 50,https://www.hotel-dunord.ch/,"Höheweg 70, 3800 Interlaken BE",Hotel
hotel,Hôtel du Parc Sàrl,https://search.ch/tel/alle/rue-du-mont-terri-11/hotel-du-parc-sarl,+41 32 471 02 10,http://www.hotelduparc-alle.ch/,"Rue du Mont-Terri 11, 2942 Alle JU","Hotel, Seminarhotel"
hotel,Hôtel Eden - Caramela Restaurant,https://search.ch/tel/geneve/rue-de-lausanne-135/hotel-eden-caramela-restaurant,+41 22 716 37 00,http://www.eden.ch/,"Rue de Lausanne 135, 1202 Genève","Hotel, Restaurant"
hotel,Hotel Garni Arnegg,https://search.ch/tel/arnegg/bischofszellerstrasse-332/hotel-garni-arnegg-3,+41 71 388 76 76,http://www.hotel-arnegg.ch/,"Bischofszellerstrasse 332, 9212 Arnegg SG","Hotel, Bed and Breakfast, Café, ..."
hotel,Hotel-Garni Panorama,https://search.ch/tel/scuol/via-da-ftan-491a/hotel-garni-panorama,+41 81 864 10 71,http://www.panorama-scuol.ch/,"Via da Ftan 491A, 7550 Scuol GR","Hotel, Bed and Breakfast, Wellness, ..."
hotel,Hotel Gletschergarten,https://search.ch/tel/grindelwald/obere-gletscherstrasse-1/hotel-gletschergarten,+41 33 853 17 21,http://www.hotel-gletschergarten.ch/,"Obere Gletscherstrasse 1, 3818 Grindelwald BE","Hotel, Restaurant, Bed and Breakfast"
hotel,Hotel Helmhaus,https://search.ch/tel/zuerich/schifflaende-30/hotel-helmhaus,+41 44 266 95 95,https://www.helmhaus.ch/,"Schifflände 30, 8001 Zürich","Hotel, Restaurant, Bed and Breakfast"
hotel,Hotel Kaubad,https://search.ch/tel/appenzell/kaustrasse-183/hotel-kaubad,+41 79 901 44 66,https://hotelkaubad.ch/,"Kaustrasse 183, 9050 Appenzell AI","Hotel, Seminarhotel, Seminar, ..."
hotel,Hotel Locanda GmbH,https://search.ch/tel/basel/drahtzugstrasse-61/hotel-locanda-gmbh,+41 61 699 20 20,http://www.hotel-locanda.ch/,"Drahtzugstrasse 61, 4057 Basel","Hotel, Konferenzen Kongresse, Events, ..."
hotel,Hotel Restaurant Spöl Zernez,https://search.chhttps://search.ch/tel/zernez/plaz-119/hotel-restaurant-spoel-zernez-2,,,,"Hotel, Zernez"
hotel,"Eiger Mountain & Soul Resort - + 41 33 854 31 31 Me, You & Nature",https://search.chhttps://search.ch/tel/grindelwald/dorfstrasse-133/eiger-mountain-soul-resort,,,,"Hotel, Grindelwald"
hotel,Hôtel Mirabeau Lausanne,https://search.ch/tel/lausanne/avenue-de-la-gare-31/hotel-mirabeau-lausanne,+41 21 341 42 43,http://www.mirabeau.ch/,"Avenue de la Gare 31, 1003 Lausanne","Hotel, Restaurant"
hotel,Hotel Pestalozzi Lugano,https://search.ch/tel/lugano/piazza-dellindipendenza-9/hotel-pestalozzi-lugano,+41 91 921 46 46,http://www.pestalozzi-lugano.ch/,"Piazza dell'Indipendenza 9, 6900 Lugano","Bankett, Hotel, Restaurant, ..."
hotel,Hôtel-Résidence Cité-Verdaine,https://search.ch/tel/geneve/rue-du-vieux-college-5/hotel-residence-cite-verdaine,+41 22 312 01 20,http://www.cite-verdaine.ch/,"Rue du Vieux-Collège 5, 1204 Genève","Hotel, Residenz"
hotel,Hotel-Restaurant Baumgarten,https://search.ch/tel/benken/rudolfingerstrasse-2/hotel-restaurant-baumgarten,+41 52 319 11 29,http://www.baumgarten-benken.ch/,"Rudolfingerstrasse 2, 8463 Benken ZH","Restaurant, Hotel, Schweizerische Küche, ..."
hotel,Hotel-Restaurant Blümlisalp Grindelwald,https://search.ch/tel/grindelwald/obere-gletscherstrasse-145/hotel-restaurant-bluemlisalp-grindelwald,+41 33 853 63 60,http://www.bluemlisalp-hotel.ch/,"Obere Gletscherstrasse 145, 3818 Grindelwald BE","Hotel, Restaurant"
hotel,Hôtel-restaurant de l'Espace au Paysan Horloger,https://search.ch/tel/les-bois/le-boechet-6/hotel-restaurant-de-lespace-au-paysan-horloger,,http://www.paysan-horloger.ch/,"Le Boéchet 6, 2336 Les Bois JU","Gastronomiedienstleistungen, Grosskücheneinrichtungen, Hotel, ..."
hotel,Hotel Restaurant Hornfluh,https://search.ch/tel/saanenmoeser/hornbergstrasse-45/hotel-restaurant-hornfluh,+41 33 748 84 84,http://www.hotel-hornfluh.ch/,"Hornbergstrasse 45, 3777 Saanenmöser BE","Hotel, Restaurant, Bergrestaurant, ..."
hotel,Hôtel Restaurant La Tour d'Aï - Leysin,https://search.ch/tel/leysin/route-des-ormonts-14/hotel-restaurant-la-tour-dai-leysin,+41 78 217 79 76,https://www.hotel-latourdai.ch/,"Route des Ormonts 14, 1854 Leysin VD","Hotel, Restaurant, Seminar, ..."
hotel,Hotel & Restaurant Meierhof-Victoria,https://search.ch/tel/killwangen/steinigstrasse-1/hotel-restaurant-meierhof-victoria-2,+41 56 401 31 61,http://meierhof-victoria.ch/,"Steinigstrasse 1, 8956 Killwangen AG","Restaurant, Pizzeria, Take Away, ..."
hotel,Hotel Restaurant Spöl Zernez,https://search.ch/tel/zernez/plaz-119/hotel-restaurant-spoel-zernez-2,+41 81 856 12 79,http://www.hotel-spoel.ch/,"Plaz 119, 7530 Zernez GR","Restaurant, Hotel"
hotel,Central Hotel Wolter,https://search.chhttps://search.ch/tel/grindelwald/dorfstrasse-93/central-hotel-wolter,,,,"Hotel, Grindelwald"
hotel,Hôtel Central,https://search.chhttps://search.ch/tel/geneve/rue-de-la-rotisserie-2/hotel-central-2,,,,"Hotel, Genève"
hotel,Hotel Restaurant Hornfluh,https://search.chhttps://search.ch/tel/saanenmoeser/hornbergstrasse-45/hotel-restaurant-hornfluh,,,,"Hotel, Saanenmöser"
hotel,Hotel Restaurant Weisshorn,https://search.ch/tel/zermatt/am-bach-6/hotel-restaurant-weisshorn,+41 27 967 11 12,https://www.weisshorn-zermatt.ch/,"Am Bach 6, 3920 Zermatt VS","Hotel, Bed and Breakfast, Garni"
hotel,Hotel Restaurant Zur Mühle Saas-Fee AG,https://search.ch/tel/saas-fee/dorfstrasse-61/hotel-restaurant-zur-muehle-saas-fee-ag-3,+41 27 957 26 76,http://www.zurmuehle-saas-fee.ch/,"Dorfstrasse 61, 3906 Saas-Fee VS","Hotel, Restaurant, Bed and Breakfast, ..."
hotel,HOTEL RISTORANTE i Grappoli,https://search.ch/tel/sessa/via-grappoli-12/hotel-ristorante-i-grappoli-2,+41 91 608 11 87,http://www.grappoli.ch/,"Via Grappoli 12, 6997 Sessa TI","Restaurant, Hotel, Bankett, ..."
hotel,Hotel Seehof Genusswelt - Buna Luna,https://search.ch/tel/laax/via-spendas-2/hotel-seehof-genusswelt-buna-luna,+41 81 921 41 21,http://www.bunaluna.ch/,"Via Spendas 2, 7031 Laax GR","Hotel, Restaurant, Café, ..."
hotel,Hotel Spinne,https://search.ch/tel/grindelwald/dorfstrasse-136/hotel-spinne,+41 33 854 88 88,http://www.spinne.ch/,"Dorfstrasse 136, 3818 Grindelwald BE","Restaurant, Hotel, Bar, ..."
hotel,Hotel Steinbock / Pizzeria da Salvi,https://search.ch/tel/grindelwald/dorfstrasse-189/hotel-steinbock-pizzeria-da-salvi-2,+41 33 853 89 89,http://www.steinbock-grindelwald.ch/,"Dorfstrasse 189, 3818 Grindelwald BE","Hotel, Restaurant, Pizzeria"
hotel,Hôtel Viu,https://search.ch/tel/villars-sur-ollon/avenue-centrale-152/hotel-viu-2,+41 24 496 38 38,http://www.hotelviu.ch/,"Avenue Centrale 152, 1884 Villars-sur-Ollon VD","Hotel, Restaurant, Seminarhotel, ..."
hotel,Hotel Weisses Kreuz,https://search.ch/tel/interlaken/jungfraustrasse-2/hotel-weisses-kreuz,+41 33 826 03 50,http://www.weisseskreuz.ch/,"Jungfraustrasse 2, 3800 Interlaken BE",Hotel
hotel,Hotel Zurigo Downtown,https://search.ch/tel/lugano/corso-pestalozzi-13/hotel-zurigo-downtown,+41 91 923 43 43,https://www.hotelzurigo.ch/,"Corso Pestalozzi 13, 6900 Lugano","Hotel, Konferenzen Kongresse, Seminarhotel, ..."
hotel,Matterhorn FOCUS Design Hotel,https://search.ch/tel/zermatt/schluhmattstrasse-131/matterhorn-focus-design-hotel,+41 27 966 24 24,https://www.matterhorn-focus.ch/,"Schluhmattstrasse 131, 3920 Zermatt VS",Hotel
hotel,Hotel Chalet Du Lac Tel. +41 33 845 84 58,https://search.chhttps://search.ch/tel/iseltwald/schoren-7/hotel-chalet-du-lac-2,,,,"Hotel, Iseltwald"
hotel,Hotel Steinbock / Pizzeria da Salvi,https://search.chhttps://search.ch/tel/grindelwald/dorfstrasse-189/hotel-steinbock-pizzeria-da-salvi-2,,,,"Hotel, Grindelwald"
hotel,Ristorante Charme Hotel Tre Terre,https://search.ch/tel/tegna/via-vecchia-stazione-2/ristorante-charme-hotel-tre-terre,+41 91 743 22 22,http://www.3terre.ch/,"Via Vecchia Stazione 2, 6652 Tegna TI","Restaurant, Hotel, Italienische Küche, ..."
hotel,Eiger Mountain & Soul Resort,https://search.ch/tel/grindelwald/dorfstrasse-133/eiger-mountain-soul-resort,+41 33 854 31 31,http://www.eiger-grindelwald.ch/,"Dorfstrasse 133, 3818 Grindelwald BE","Hotel, Restaurant, Wellness, ..."
hotel,Gasthof Krone,https://search.ch/tel/rueegsbach/dorfstrasse-22/gasthof-krone,+41 34 461 13 43,http://www.krone-rueegsbach.ch/,"Dorfstrasse 22, 3418 Rüegsbach BE","Restaurant, Hotel, Bar, ..."
hotel,LILIENBERG,https://search.ch/tel/ermatingen/blauortstrasse-10/lilienberg,+41 71 663 21 00,http://www.lilienberg.ch/,"Blauortstrasse 10, 8272 Ermatingen TG","Hotel, Restaurant, Tagungszentrum, ..."
hotel,ZUMIPARK,https://search.ch/tel/zumikon/kuesnachterstrasse-7/zumipark,+41 44 919 85 00,http://www.zumipark.ch/,"Küsnachterstrasse 7, 8126 Zumikon ZH","Alters- und Pflegeheim, Residenz, Altersheim, ..."
hotel,Domaine de Châteauvieux,https://search.ch/tel/satigny/chemin-de-chateauvieux-16/domaine-de-chateauvieux,+41 22 753 15 11,http://www.chateauvieux.ch/,"Chemin de Châteauvieux 16, 1242 Satigny GE","Restaurant, Gastronomiedienstleistungen, Hotel"
hotel,Porte d'Octodure,https://search.ch/tel/martigny-croix/route-du-grand-st-bernard-5/porte-doctodure,+41 27 722 71 21,http://www.porte-octodure.ch/,"Route du Grand-St-Bernard 5, 1921 Martigny-Croix VS","Seminar, Pizzeria, Bankett, ..."
hotel,Bellevue Parkhotel & Spa,https://search.ch/tel/adelboden/bellevuestrasse-15/bellevue-parkhotel-spa,+41 33 673 80 00,https://www.bellevue-parkhotel.ch/de,"Bellevuestrasse 15, 3715 Adelboden BE","Hotel, Restaurant, Wellness"
hotel,Alpfrieden,https://search.ch/tel/bettmeralp/-/alpfrieden,+41 27 927 22 32,http://www.alpfrieden.ch/,3992 Bettmeralp VS,"Restaurant, Hotel, Dancing"
