query,company_name,company_link,phone,website,address,categories
hotel 8,Hotel Weisses Kreuz,https://search.chhttps://search.ch/tel/interlaken/jungfraustrasse-2/hotel-weisses-kreuz,,,,"Hotel, Interlaken"
hotel 8,Hotel & Restaurant Spinne Tel. 033 854 88 88,https://search.chhttps://search.ch/tel/grindelwald/dorfstrasse-136/hotel-spinne,,,,"Hotel, Grindelwald"
hotel 8,Hotel Du Nord AG,https://search.chhttps://search.ch/tel/interlaken/hoeheweg-70/hotel-du-nord-ag,,,,"Hotel, Interlaken"
hotel 8,Hotel Artos Interlaken,https://search.chhttps://search.ch/tel/interlaken/alpenstrasse-45/hotel-artos,,,,"Hotel, Interlaken"
hotel 8,Hotel Chalet Du Lac Tel. 033 845 84 58,https://search.chhttps://search.ch/tel/iseltwald/schoren-7/hotel-chalet-du-lac-2,,,,"Hotel, Iseltwald"
hotel 8,Hotel City Lugano,https://search.chhttps://search.ch/tel/lugano/via-giuseppe-bagutti-4/hotel-city-lugano,,,,"Hotel, Lugano"
hotel 8,Ristorante Monaci,https://search.ch/tel/piano-di-peccia/san-carlo-8/ristorante-monaci,+41 78 664 83 23,https://ristorante-monaci.digitalone.site/,"San Carlo 8, 6695 Piano di Peccia TI","Restaurant, Hotel"
hotel 8,Hotel Restaurant Schützenhof,https://search.ch/tel/naefels/oberdorf-8a/hotel-restaurant-schuetzenhof,+41 55 612 11 37,https://www.schuetzenhof-naefels.ch/,"Oberdorf 8A, 8752 Näfels GL","Restaurant, Hotel, Bar, ..."
hotel 8,Grand Hotel Les Trois Rois,https://search.ch/tel/basel/blumenrain-8/grand-hotel-les-trois-rois,+41 61 260 50 50,,"Blumenrain 8, 4051 Basel","Restaurant, Hotel"
hotel 8,Hotel Heiden,https://search.ch/tel/heiden/seeallee-8/hotel-heiden,+41 71 898 15 15,,"Seeallee 8, 9410 Heiden AR","Restaurant, Hotel, Seminarhotel"
hotel 8,Senevita Residenz Multengut,https://search.ch/tel/muri-b-bern/mettlengaessli-8/senevita-residenz-multengut,+41 31 950 00 00,,"Mettlengässli 8, 3074 Muri b. Bern BE","Altersheim, Alters- und Pflegeheim, Alterssiedlung Alterswohnung, ..."
hotel 8,Schwert Thun,https://search.ch/tel/thun/untere-hauptgasse-8/schwert-thun,+41 33 221 55 88,,"Untere Hauptgasse 8, 3600 Thun","Restaurant, Hotel"
hotel 8,Hotel Restaurant Rheinfels Max Schwegler,https://search.ch/tel/stein-am-rhein/rhigass-8/hotel-restaurant-rheinfels-max-schwegler,+41 52 741 21 44,,"Rhigass 8, 8260 Stein am Rhein SH",Hotel
hotel 8,Nomad Design & Lifestyle Hotel,https://search.ch/tel/basel/brunngaesslein-8/nomad-design-lifestyle-hotel,+41 61 690 91 60,,"Brunngässlein 8, 4052 Basel","Hotel, Restaurant"
hotel 8,Hôtel Restaurant du Cygne,https://search.ch/tel/bevaix/rue-du-temple-8/hotel-restaurant-du-cygne,+41 32 846 13 65,,"Rue du Temple 8, 2022 Bevaix NE","Hotel, Restaurant"
hotel 8,Bed & Breakfast Hotel Peter und Paul,https://search.ch/tel/willisau/wydematt-8/bed-breakfast-hotel-peter-und-paul,+41 41 970 17 17,,"Wydematt 8, 6130 Willisau LU","Hotel, Bed and Breakfast, Gruppenunterkunft"
hotel 8,Boutique Hotel,https://search.chhttps://search.ch/tel/fusio/nucleo-2/boutique-hotel-fusio-ristorante-da-noi,,,,"Hotel, Fusio"
hotel 8,Parkhotel Gunten Tel. +41 33 252 88 52,https://search.chhttps://search.ch/tel/gunten/seestrasse-90/parkhotel-gunten-beach-spa,,,,"Hotel, Gunten"
hotel 8,Hotel Cristal Hüttenbergstr. 6,https://search.chhttps://search.ch/tel/braunwald/huettenbergstrasse-6/hotel-cristal-2,,,,"Hotel, Braunwald"
hotel 8,Hotel Locanda GmbH,https://search.chhttps://search.ch/tel/basel/drahtzugstrasse-61/hotel-locanda-gmbh,,,,"Hotel, Basel"
hotel 8,Hotel Restaurant Flyhof,https://search.chhttps://search.ch/tel/weesen/betliserstrasse-16/hotel-restaurant-flyhof-am-walensee,,,,"Hotel, Weesen"
hotel 8,Hotel Fravi,https://search.ch/tel/andeer/veia-granda-8/hotel-fravi,+41 81 660 01 01,,"Veia Granda 8, 7440 Andeer GR","Hotel, Restaurant, Wellness"
hotel 8,Hotel ibis Styles Luzern City,https://search.ch/tel/luzern/friedenstrasse-8/hotel-ibis-styles-luzern-city,+41 41 418 48 48,,"Friedenstrasse 8, 6004 Luzern",Hotel
hotel 8,Hotel Le Petit Relais,https://search.ch/tel/saanenmoeser/alte-strasse-8/hotel-le-petit-relais,+41 33 744 35 65,,"Alte Strasse 8, 3777 Saanenmöser BE",Hotel
hotel 8,Tertianum Residenza Al Parco,https://search.ch/tel/muralto/via-san-gottardo-8/tertianum-residenza-al-parco,+41 91 759 12 12,,"Via San Gottardo 8, 6600 Muralto TI",Hotel
hotel 8,B & B Gasthof Bären GmbH,https://search.ch/tel/toffen/bernstrasse-8/b-b-gasthof-baeren-gmbh,+41 31 819 03 92,,"Bernstrasse 8, 3125 Toffen BE","Restaurant, Hotel"
hotel 8,Berggasthaus Forelle,https://search.ch/tel/wasserauen/seealpsee-8/berggasthaus-forelle,+41 71 799 11 88,,"Seealpsee 8, 9057 Wasserauen AI","Berggasthaus, Hotel"
hotel 8,Mövenpick Hotel Zürich-Airport,https://search.ch/tel/glattbrugg/walter-mittelholzerstrasse-8/moevenpick-hotel-zuerich-airport,+41 44 808 88 88,,"Walter Mittelholzerstrasse 8, 8152 Glattbrugg ZH",Hotel
hotel 8,Restaurant und Hotel Pilgerhaus,https://search.ch/tel/niederrickenbach/klosterweg-8/restaurant-und-hotel-pilgerhaus,+41 79 879 30 80,,"Klosterweg 8, 6383 Niederrickenbach NW",Restaurant
hotel 8,Trachsler Ñusta Pet Hotel,https://search.ch/tel/wila/toesstalstrasse-8/trachsler-nusta-pet-hotel,+41 76 439 00 00,,"Tösstalstrasse 8, 8492 Wila ZH",
hotel 8,Helvetia Intergolf,https://search.ch/tel/crans-montana/route-de-la-moubra-8/helvetia-intergolf,+41 27 485 88 88,,"Route de la Moubra 8, 3963 Crans-Montana VS",Hotel
hotel 8,Hotel Kaubad,https://search.chhttps://search.ch/tel/appenzell/kaustrasse-183/hotel-kaubad,,,,"Hotel, Appenzell"
hotel 8,HOTEL CITY LOCARNO,https://search.chhttps://search.ch/tel/locarno/via-giuseppe-cattori-4/hotel-city-locarno,,,,"Hotel, Locarno"
hotel 8,Hotel Casa Berno,https://search.chhttps://search.ch/tel/ascona/via-gottardo-madonna-15/casa-berno-panorama-resort,,,,"Hotel, Ascona"
hotel 8,Hotel Belvedere Locarno,https://search.chhttps://search.ch/tel/locarno/via-ai-monti-44/hotel-belvedere-locarno,,,,"Hotel, Locarno"
hotel 8,Art Hotel Posta al lago/ Ristorante Riva Lago,https://search.chhttps://search.ch/tel/porto-ronco/via-cantonale-53/art-hotel-posta-al-lago-ristorante-rivalago-residenza-bettina,,,,"Hotel, Porto Ronco"
hotel 8,Hotel & Lounge Lago Maggiore,https://search.chhttps://search.ch/tel/muralto/viale-verbano-25/hotel-lounge-lago-maggiore,,,,"Hotel, Muralto"
hotel 8,Restaurants Kreuz,https://search.ch/tel/gals/dorfstrasse-8/restaurants-kreuz,+41 32 338 24 14,,"Dorfstrasse 8, 3238 Gals BE","Restaurant, Schweizerische Küche, Bankett, ..."
hotel 8,Hôtel de Ville Vullierens,https://search.ch/tel/vullierens/rue-de-leglise-8/hotel-de-ville-vullierens,+41 21 611 61 82,https://h-tel-de-ville-vullierens.digitalone.site/,"Rue de l'Eglise 8, 1115 Vullierens VD","Restaurant, Herberge"
hotel 8,Hotel Swiss Night by Fassbind,https://search.ch/tel/zuerich/steinwiesstrasse-8/hotel-swiss-night-by-fassbind,+41 44 512 49 99,,"Steinwiesstrasse 8, 8032 Zürich",Hotel
hotel 8,EMMA Bett und Bistro GmbH,https://search.ch/tel/winterthur/oberer-graben-8/emma-bett-und-bistro-gmbh,+41 52 521 37 31,,"Oberer Graben 8, 8400 Winterthur","Restaurant, Bistro, Garni, ..."
hotel 8,ABC Hotel,https://search.ch/tel/chur/ottostrasse-8/abc-hotel,,,"Ottostrasse 8, 7000 Chur",Hotel
hotel 8,East West Hotel Basel,https://search.ch/tel/basel/rheingasse-8/east-west-hotel-basel,+41 61 690 15 16,,"Rheingasse 8, 4058 Basel","Hotel, Bergrestaurant, Restaurant"
hotel 8,East-West Hotel Restaurant,https://search.ch/tel/basel/rheingasse-8/east-west-hotel-restaurant,+41 61 690 15 15,,"Rheingasse 8, 4058 Basel",Restaurant
hotel 8,Hotel Cafe Seeblick,https://search.ch/tel/filzbach/kerenzerbergstrasse-8/hotel-cafe-seeblick,+41 71 410 27 87,,"Kerenzerbergstrasse 8, 8757 Filzbach GL",Restaurant
hotel 8,Hôtel de la Poste,https://search.ch/tel/martigny/rue-de-la-poste-8/hotel-de-la-poste,+41 27 722 14 44,,"Rue de la Poste 8, 1920 Martigny VS","Restaurant, Hotel"
hotel 8,Hôtel de Ville,https://search.ch/tel/combremont-le-grand/rue-du-college-8/hotel-de-ville,+41 26 666 11 42,,"Rue du Collège 8, 1535 Combremont-le-Grand VD",Restaurant
hotel 8,Hotel Restaurant Seeblick Tel. +41 32 397 07 07,https://search.chhttps://search.ch/tel/moerigen/hauptstrasse-2/restaurant-hotel-seeblick,,,,"Hotel, Mörigen"
hotel 8,Hotel Loge - Bar & Kino in Winterthur,https://search.chhttps://search.ch/tel/winterthur/oberer-graben-6/hotel-kino-bar-loge-ag,,,,"Hotel, Winterthur"
hotel 8,Hotel Restaurant Gspan,https://search.chhttps://search.ch/tel/arosa/gspanstrasse-27/hotel-restaurant-gspan-2,,,,"Hotel, Arosa"
hotel 8,Baur au Lac,https://search.chhttps://search.ch/tel/zuerich/talstrasse-1/baur-au-lac,,,,"Hotel, Zürich"
hotel 8,Hotel Hirschen Zürich,https://search.chhttps://search.ch/tel/zuerich/niederdorfstrasse-13/hirschen,,,,"Hotel, Zürich"
hotel 8,Hotel Gorfion Anstalt,https://search.ch/tel/triesenberg/stubistrasse-8/hotel-gorfion-anstalt,00423 265 90 00,,"Stubistrasse 8, 9497 Triesenberg FL","Hotel, Restaurant"
hotel 8,Hotel Hecht Hüttenmoser AG,https://search.ch/tel/basel/rheingasse-8/hotel-hecht-huettenmoser-ag,+41 61 690 15 15,,"Rheingasse 8, 4058 Basel","Hotel, Liegenschaftsverwaltung"
hotel 8,Hotel ibis Styles Geneva Gare,https://search.ch/tel/geneve/place-de-cornavin-8/hotel-ibis-styles-geneva-gare,+41 22 906 47 00,,"Place de Cornavin 8, 1201 Genève",Hotel
hotel 8,Hôtel Le Grand Chalet Favre,https://search.ch/tel/st-luc/place-de-leglise-8/hotel-le-grand-chalet-favre,+41 27 475 11 28,,"Place de l'Eglise 8, 3961 St-Luc VS",Restaurant
hotel 8,Hôtel-Restaurant de la Gare,https://search.ch/tel/vendlincourt/chemin-de-la-gare-8/hotel-restaurant-de-la-gare,+41 32 474 40 41,,"Chemin de la Gare 8, 2943 Vendlincourt JU",Restaurant
hotel 8,Hotel Restaurant Frohsinn,https://search.ch/tel/opfikon/muehlegasse-8/hotel-restaurant-frohsinn,+41 44 809 61 61,,"Mühlegasse 8, 8152 Opfikon ZH",Restaurant
hotel 8,Hôtel - Restaurant L'Acacia,https://search.ch/tel/marly/route-de-la-gruyere-8/hotel-restaurant-lacacia,+41 26 430 07 00,,"Route de la Gruyère 8, 1723 Marly FR",Hotel
hotel 8,Hôtel Restaurant la Caquerelle,https://search.ch/tel/asuel/la-caquerelle-8/hotel-restaurant-la-caquerelle,+41 32 426 66 56,,"La Caquerelle 8, 2954 Asuel JU",Hotel
hotel 8,Hôtel Zodiaque,https://search.ch/tel/anzere/place-du-village-8/hotel-zodiaque,+41 27 399 16 16,,"Place du Village 8, 1972 Anzère VS",Hotel
hotel 8,"Le Bar, Hôtel Le Richemond",https://search.ch/tel/geneve/rue-adhemar-fabri-8/le-bar-hotel-le-richemond,+41 22 715 72 01,,"Rue Adhémar-Fabri 8, 1201 Genève",Bar
hotel 8,Hôtel Résidence Cité-Verdaine,https://search.chhttps://search.ch/tel/geneve/rue-du-vieux-college-5/hotel-residence-cite-verdaine,,,,"Hotel, Genève"
hotel 8,HOSTELLERIE AM SCHWARZSEE.,https://search.chhttps://search.ch/tel/schwarzsee/seestrasse-10/hostellerie-am-schwarzsee,,,,"Hotel, Schwarzsee"
hotel 8,Au Terminus,https://search.chhttps://search.ch/tel/sierre/rue-du-bourg-1/au-terminus,,,,"Hotel, Sierre"
hotel 8,Mövenpick Hotel Restaurant,https://search.ch/tel/glattbrugg/walter-mittelholzerstrasse-8/moevenpick-hotel-restaurant,,,"Walter Mittelholzerstrasse 8, 8152 Glattbrugg ZH",Restaurant
hotel 8,Mövenpick Hotel Restaurant,https://search.ch/tel/glattbrugg/walter-mittelholzerstrasse-8/moevenpick-hotel-restaurant-4,,,"Walter Mittelholzerstrasse 8, 8152 Glattbrugg ZH",Restaurant
